         11977072 function calls (11799082 primitive calls) in 155.625 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        3    0.000    0.000    0.081    0.027 ssl.py:1129(read)
        3    0.000    0.000    0.081    0.027 _basic.py:1(<module>)
        1    0.000    0.000    0.081    0.081 _pickle.py:1(<module>)
 2643/766    0.005    0.000    0.081    0.000 _parser.py:451(_parse_sub)
        1    0.036    0.036    0.081    0.081 backend_macosx.py:151(__init__)
        1    0.000    0.000    0.080    0.080 mapper.py:4128(configure_mappers)
    133/1    0.000    0.000    0.080    0.080 mapper.py:4199(_configure_registries)
        1    0.000    0.000    0.080    0.080 mapper.py:4233(_do_configure_registries)
      303    0.001    0.000    0.080    0.000 base.py:1375(execute)
    77/33    0.000    0.000    0.079    0.002 generic.py:6485(astype)
      734    0.028    0.000    0.079    0.000 feedparser.py:472(_parse_headers)
        3    0.000    0.000    0.079    0.026 _internal.py:56(clone_module)
     2680    0.003    0.000    0.079    0.000 _itertools.py:4(unique_everseen)
      303    0.000    0.000    0.079    0.000 elements.py:518(_execute_on_connection)
        1    0.000    0.000    0.079    0.079 proto_json_utils.py:1(<module>)
 3557/896    0.030    0.000    0.079    0.000 _parser.py:511(_parse)
     5540    0.078    0.000    0.078    0.000 {method '__exit__' of '_io._IOBase' objects}
      303    0.002    0.000    0.078    0.000 base.py:1591(_execute_clauseelement)
 1504/520    0.002    0.000    0.078    0.000 _generate_schema.py:1167(_match_generic_type)
        1    0.000    0.000    0.078    0.078 sqlalchemy_store.py:296(__init__)
        1    0.000    0.000    0.078    0.078 _validation.py:39(transform)
        2    0.000    0.000    0.078    0.039 _validation.py:58(_transfrom_one)
        1    0.002    0.002    0.078    0.078 process_executor.py:1216(_adjust_process_count)
       52    0.000    0.000    0.077    0.001 mapper.py:2412(_post_configure_properties)
        3    0.000    0.000    0.077    0.026 ssl.py:449(wrap_socket)
        3    0.001    0.000    0.076    0.025 ssl.py:990(_create)
      723    0.000    0.000    0.076    0.000 _adapters.py:83(__init__)
541664/538842    0.060    0.000    0.076    0.000 {built-in method builtins.getattr}
      723    0.005    0.000    0.076    0.000 _adapters.py:105(_repair_headers)
 1173/478    0.002    0.000    0.075    0.000 _generate_schema.py:1335(_union_schema)
        3    0.000    0.000    0.073    0.024 ssl.py:1365(do_handshake)
        2    0.002    0.001    0.072    0.036 client.py:159(create_run)
    69739    0.046    0.000    0.072    0.000 _local.py:117(__init__)
       77    0.000    0.000    0.072    0.001 managers.py:440(astype)
        1    0.000    0.000    0.072    0.072 gradient_boosting.py:1(<module>)
       22    0.001    0.000    0.071    0.003 util.py:1(<module>)
        1    0.000    0.000    0.071    0.071 dbapi2.py:1(<module>)
       77    0.000    0.000    0.071    0.001 blocks.py:749(astype)
    13806    0.026    0.000    0.071    0.000 _docscrape.py:67(read_to_condition)
        2    0.001    0.001    0.070    0.035 sqlalchemy_store.py:777(create_run)
       77    0.000    0.000    0.070    0.001 astype.py:191(astype_array_safe)
        4    0.002    0.000    0.070    0.018 _base.py:372(predict)
       77    0.000    0.000    0.070    0.001 astype.py:157(astype_array)
        8    0.003    0.000    0.070    0.009 process.py:110(start)
        1    0.000    0.000    0.069    0.069 _migration.py:1(<module>)
        2    0.000    0.000    0.069    0.035 interfaces.py:1(<module>)
        2    0.000    0.000    0.069    0.034 _misc.py:1(<module>)
        1    0.000    0.000    0.069    0.069 multiarray.py:1(<module>)
        4    0.000    0.000    0.069    0.017 warnings.py:1(<module>)
        1    0.000    0.000    0.069    0.069 chat_agent.py:1(<module>)
        1    0.000    0.000    0.068    0.068 pyplot.py:525(_warn_if_gui_out_of_main_thread)
        3    0.000    0.000    0.068    0.023 pyplot.py:358(_get_backend_mod)
    48275    0.018    0.000    0.068    0.000 _local.py:498(__init__)
      2/1    0.000    0.000    0.068    0.068 pyplot.py:372(switch_backend)
        1    0.000    0.000    0.068    0.068 _morestats.py:1(<module>)
    21546    0.009    0.000    0.068    0.000 _local.py:245(_from_parsed_parts)
       10    0.000    0.000    0.068    0.007 registry.py:1(<module>)
        3    0.000    0.000    0.067    0.022 responses.py:1(<module>)
   224120    0.053    0.000    0.067    0.000 feedparser.py:79(readline)
   568190    0.067    0.000    0.067    0.000 {built-in method sys.intern}
        1    0.000    0.000    0.067    0.067 registry.py:302(load_backend_module)
        1    0.000    0.000    0.067    0.067 _distn_infrastructure.py:1(<module>)
        8    0.000    0.000    0.067    0.008 process.py:39(_Popen)
        1    0.000    0.000    0.067    0.067 backend_macosx.py:1(<module>)
        9    0.001    0.000    0.066    0.007 core.py:1(<module>)
       77    0.000    0.000    0.066    0.001 query.py:2859(_iter)
       37    0.000    0.000    0.066    0.002 __init__.py:129(__getattr__)
        8    0.001    0.000    0.066    0.008 popen_loky_posix.py:43(__init__)
3082/2549    0.002    0.000    0.065    0.000 langhelpers.py:1120(__get__)
       19    0.065    0.003    0.065    0.003 {built-in method _posixsubprocess.fork_exec}
        8    0.003    0.000    0.065    0.008 popen_loky_posix.py:92(_launch)
        1    0.000    0.000    0.065    0.065 _csr.py:1(<module>)
        4    0.003    0.001    0.065    0.016 _base.py:341(decision_function)
     8682    0.064    0.000    0.064    0.000 {method 'findall' of 're.Pattern' objects}
       18    0.000    0.000    0.064    0.004 __init__.py:980(version)
       18    0.000    0.000    0.064    0.004 requirements_utils.py:563(_get_pinned_requirement)
        1    0.000    0.000    0.064    0.064 hdfs_artifact_repo.py:1(<module>)
805427/796936    0.062    0.000    0.064    0.000 {built-in method builtins.len}
        1    0.000    0.000    0.064    0.064 doctb.py:1(<module>)
        1    0.000    0.000    0.063    0.063 fs.py:1(<module>)
        1    0.000    0.000    0.063    0.063 tbtools.py:1(<module>)
       91    0.000    0.000    0.062    0.001 _support_alternative_backends.py:86(wrapper)
    10040    0.006    0.000    0.062    0.000 _docscrape.py:77(read_to_next_empty_line)
      123    0.000    0.000    0.062    0.001 context.py:296(orm_execute_statement)
      336    0.000    0.000    0.061    0.000 dataclasses.py:1277(dataclass)
        1    0.000    0.000    0.061    0.061 ssl.py:1(<module>)
    31003    0.004    0.000    0.061    0.000 _adapters.py:106(redent)
    14/12    0.000    0.000    0.061    0.005 __init__.py:425(__getattr__)
       65    0.000    0.000    0.060    0.001 astype.py:56(_astype_nansafe)
        2    0.000    0.000    0.060    0.030 _optimize.py:204(_prepare_scalar_function)
        2    0.001    0.000    0.060    0.030 _differentiable_functions.py:218(__init__)
       33    0.030    0.001    0.059    0.002 astype.py:138(_astype_float_to_int_nansafe)
       40    0.000    0.000    0.059    0.001 __init__.py:571(version)
        1    0.000    0.000    0.059    0.059 _logistic.py:1(<module>)
        2    0.000    0.000    0.059    0.029 _bicluster.py:1(<module>)
        1    0.000    0.000    0.058    0.058 pdb.py:1(<module>)
     2976    0.020    0.000    0.058    0.000 inspect.py:2375(_signature_from_function)
      336    0.002    0.000    0.058    0.000 dataclasses.py:470(add_fns_to_class)
        1    0.000    0.000    0.058    0.058 completer.py:1(<module>)
        1    0.000    0.000    0.058    0.058 _kmeans.py:1(<module>)
        1    0.000    0.000    0.057    0.057 mssql.py:1(<module>)
    10673    0.027    0.000    0.057    0.000 _docscrape.py:168(_is_at_section)
        2    0.000    0.000    0.057    0.028 random.py:1(<module>)
  437/404    0.000    0.000    0.057    0.000 interfaces.py:587(init)
30806/928    0.025    0.000    0.056    0.000 copy.py:119(deepcopy)
        1    0.000    0.000    0.056    0.056 rlcompleter.py:1(<module>)
        1    0.000    0.000    0.055    0.055 socket.py:1(<module>)
 1643/786    0.010    0.000    0.055    0.000 copy.py:218(_deepcopy_dict)
        1    0.000    0.000    0.055    0.055 utils.py:117(_verify_schema)
  140/138    0.000    0.000    0.055    0.000 deprecations.py:249(warned)
        4    0.000    0.000    0.054    0.014 cmd.py:1560(_call_process)
    73/40    0.000    0.000    0.054    0.001 relationships.py:1652(do_init)
        4    0.000    0.000    0.054    0.013 cmd.py:1112(execute)
       32    0.000    0.000    0.054    0.002 __init__.py:1070(distribution)
       32    0.000    0.000    0.054    0.002 __init__.py:454(from_name)
        1    0.000    0.000    0.054    0.054 lzma.py:1(<module>)
       32    0.000    0.000    0.053    0.002 _itertools.py:133(_get_values)
      102    0.001    0.000    0.053    0.001 utils.py:140(make_managed_session)
        1    0.000    0.000    0.053    0.053 utils.py:103(_get_latest_schema_revision)
      766    0.001    0.000    0.052    0.000 _compiler.py:576(_code)
   589612    0.052    0.000    0.052    0.000 {method 'append' of 'list' objects}
       57    0.000    0.000    0.052    0.001 decl_api.py:177(__init__)
     5410    0.004    0.000    0.052    0.000 _docscrape.py:573(dedent_lines)
       54    0.000    0.000    0.052    0.001 decl_base.py:240(_as_declarative)
       54    0.000    0.000    0.052    0.001 decl_base.py:299(setup_mapping)
       60    0.000    0.000    0.051    0.001 query.py:2689(all)
    21460    0.018    0.000    0.051    0.000 __init__.py:602(make_file)
       54    0.001    0.000    0.051    0.001 decl_base.py:506(__init__)
        1    0.000    0.000    0.051    0.051 base.py:362(get_heads)
        1    0.000    0.000    0.051    0.051 revision.py:145(heads)
        1    0.000    0.000    0.051    0.051 revision.py:191(_revision_map)
    21677    0.005    0.000    0.051    0.000 _local.py:148(__truediv__)
        1    0.000    0.000    0.050    0.050 __init__.py:245(_check_versions)
       32    0.000    0.000    0.050    0.002 _context.py:91(wrapper)
       56    0.000    0.000    0.050    0.001 base.py:140(_load_revisions)
     2140    0.005    0.000    0.050    0.000 _differentiable_functions.py:371(_update_grad)
      110    0.001    0.000    0.050    0.000 _distn_infrastructure.py:1874(__init__)
171655/171568    0.043    0.000    0.049    0.000 {method 'join' of 'str' objects}
    21581    0.005    0.000    0.049    0.000 _local.py:252(_from_parsed_string)
        1    0.000    0.000    0.049    0.049 _rotation.py:1(<module>)
        9    0.001    0.000    0.049    0.005 subprocess.py:817(__init__)
  691/373    0.001    0.000    0.049    0.000 state_changes.py:93(_go)
        8    0.000    0.000    0.049    0.006 __init__.py:483(version)
        8    0.000    0.000    0.049    0.006 __init__.py:448(metadata)
        2    0.000    0.000    0.049    0.024 abc.py:1(<module>)
        1    0.001    0.001    0.048    0.048 compute.py:314(_make_global_functions)
        1    0.000    0.000    0.048    0.048 schemas.py:1(<module>)
        7    0.000    0.000    0.048    0.007 _common.py:1(<module>)
        9    0.001    0.000    0.048    0.005 subprocess.py:1805(_execute_child)
      280    0.002    0.000    0.048    0.000 compute.py:298(_wrap_function)
        4    0.000    0.000    0.048    0.012 main.py:1(<module>)
        1    0.000    0.000    0.048    0.048 _olivetti_faces.py:1(<module>)
        1    0.000    0.000    0.048    0.048 ipapp.py:1(<module>)
    10452    0.006    0.000    0.047    0.000 __init__.py:183(sub)
     1410    0.001    0.000    0.047    0.000 <frozen abc>:105(__new__)
    43/34    1.725    0.040    0.047    0.001 {method 'poll' of 'select.poll' objects}
        1    0.000    0.000    0.046    0.046 schemas.py:90(TelemetryInfo)
        4    0.000    0.000    0.046    0.012 _collections.py:1(<module>)
        1    0.000    0.000    0.046    0.046 platform.py:1312(platform)
        2    0.000    0.000    0.046    0.023 environment.py:743(_process_pip_requirements)
        1    0.000    0.000    0.046    0.046 buffer.py:1(<module>)
        1    0.000    0.000    0.046    0.046 tempfile.py:1(<module>)
        2    0.001    0.001    0.046    0.023 fluent.py:425(start_run)
     4098    0.003    0.000    0.045    0.000 <frozen importlib._bootstrap>:416(__enter__)
        1    0.000    0.000    0.045    0.045 _axes.py:1(<module>)
     6256    0.014    0.000    0.045    0.000 <frozen importlib._bootstrap>:304(acquire)
        1    0.000    0.000    0.045    0.045 pyfiles.py:1(<module>)
     2138    0.009    0.000    0.045    0.000 _differentiable_functions.py:35(__call__)
      534    0.000    0.000    0.045    0.000 __init__.py:576(entry_points)
     2420    0.025    0.000    0.044    0.000 __init__.py:334(__new__)
      371    0.000    0.000    0.044    0.000 __init__.py:954(distribution)
        1    0.000    0.000    0.044    0.044 _has_cy.py:1(<module>)
        1    0.000    0.000    0.044    0.044 _has_cy.py:13(_import_cy_extensions)
       56    0.000    0.000    0.044    0.001 base.py:1000(_from_path)
      371    0.001    0.000    0.044    0.000 __init__.py:393(from_name)
        4    0.000    0.000    0.044    0.011 ops.py:1(<module>)
      305    0.001    0.000    0.043    0.000 base.py:1791(_execute_context)
      228    0.000    0.000    0.042    0.000 artist.py:1415(__init__)
 6237/766    0.019    0.000    0.042    0.000 _compiler.py:37(_compile)
        4    0.000    0.000    0.042    0.011 rest_store.py:1(<module>)
     6671    0.003    0.000    0.042    0.000 {built-in method builtins.sorted}
        2    0.000    0.000    0.042    0.021 requirements_utils.py:662(warn_dependency_requirement_mismatches)
       16    0.000    0.000    0.042    0.003 requirements_utils.py:610(_check_requirement_satisfied)
      228    0.015    0.000    0.042    0.000 artist.py:1435(get_aliases)
       66    0.001    0.000    0.042    0.001 _axis_nan_policy.py:425(axis_nan_policy_decorator)
5028/4845    0.002    0.000    0.042    0.000 contextlib.py:145(__exit__)
        1    0.000    0.000    0.041    0.041 struct.py:1(<module>)
       55    0.000    0.000    0.041    0.001 pyfiles.py:102(load_python_file)
      321    0.002    0.000    0.041    0.000 _metadata_requests.py:1424(__init_subclass__)
      115    0.001    0.000    0.041    0.000 _arraysetops_impl.py:145(unique)
     4140    0.041    0.000    0.041    0.000 {built-in method scipy.optimize._lbfgsb.setulb}
        1    0.000    0.000    0.041    0.041 cffi.py:1(<module>)
   116505    0.041    0.000    0.041    0.000 {method 'split' of 'str' objects}
       54    0.000    0.000    0.041    0.001 pickle.py:473(dump)
      115    0.003    0.000    0.040    0.000 _arraysetops_impl.py:350(_unique1d)
    79/67    0.000    0.000    0.040    0.001 <string>:1(commit)
       61    0.000    0.000    0.040    0.001 session.py:1994(commit)
  2352/54    0.001    0.000    0.040    0.001 numpy_pickle.py:360(save)
    79/67    0.000    0.000    0.040    0.001 session.py:1304(commit)
